year,MaxLABIL01_,MaxLABIL02_,MaxLABIL04_,MaxLABIL06_,MaxLABIL07_,MaxLABIL10_,MaxLABIL11_,MaxLABIL13_,MaxLABIL14_,MaxLABIL16_
2007,2420.26416015625,2348.919677734375,2484.723388671875,2177.3369140625,1948.774169921875,2483.7294921875,2458.54150390625,1720.09130859375,1867.8369140625,1696.1732177734375
2008,2488.128662109375,2469.651611328125,2482.94384765625,2202.2509765625,2172.419189453125,2136.6884765625,2483.2880859375,1840.974365234375,1980.72119140625,2028.0238037109375
2009,2462.405517578125,2381.6162109375,2421.093017578125,2043.832763671875,2154.101318359375,2000.4029541015625,2326.76904296875,1545.164794921875,2112.45263671875,1743.705322265625
2010,2497.53466796875,2362.075927734375,2493.51611328125,2205.518310546875,2317.059326171875,1975.5328369140625,2468.383056640625,1777.9896240234375,2338.767578125,2469.5126953125
2011,2450.867431640625,2271.07666015625,2485.86279296875,2040.0516357421875,1666.0137939453125,2154.193603515625,2457.486083984375,1793.5242919921875,2321.832275390625,2038.866943359375
2012,2453.330078125,2389.486328125,2353.64990234375,2406.202880859375,2152.613037109375,2400.160400390625,2483.582275390625,2123.369384765625,2418.02978515625,2305.56591796875
2013,2490.78466796875,2072.73876953125,2278.429443359375,1716.068115234375,2276.72119140625,1657.4962158203125,2433.263916015625,1654.314453125,1530.597900390625,986.6829223632812
2014,2323.8232421875,1847.0316162109375,2045.3863525390625,1908.726806640625,2369.52197265625,2204.471435546875,2369.198486328125,464.4313659667969,2496.062744140625,1519.792236328125
2015,2450.574462890625,2338.3544921875,2486.672119140625,2120.491455078125,2098.15234375,2483.233154296875,2358.02783203125,1348.201171875,2097.55810546875,2077.994384765625
2016,2489.462890625,2158.98486328125,2391.4072265625,1911.9644775390625,2161.8583984375,1610.32080078125,2314.75439453125,1424.8209228515625,2414.268798828125,1642.898193359375
2017,2459.31005859375,2173.385986328125,2490.346435546875,2429.317626953125,2472.491455078125,2047.82568359375,2493.75341796875,1962.6629638671875,2465.80322265625,1319.722900390625
2018,2467.4755859375,2486.20068359375,2397.74169921875,2237.48291015625,2372.863525390625,2294.68310546875,2498.84912109375,2097.637939453125,2432.71728515625,1709.77880859375
2019,2489.686767578125,2335.12451171875,2446.690673828125,2015.4444580078125,2357.99462890625,2220.1650390625,2350.054443359375,1562.4053955078125,2306.29296875,1827.57958984375
2020,2455.68212890625,1919.9647216796875,2407.2822265625,2493.2490234375,2228.55322265625,2406.547119140625,2498.86083984375,1566.2279052734375,2333.587890625,1724.3638916015625
2021,2428.079833984375,2373.96923828125,2319.71923828125,1968.78515625,2319.710693359375,2495.527099609375,2390.149658203125,1616.768310546875,2312.689697265625,2000.9459228515625
2022,2470.792724609375,1856.1580810546875,2304.021728515625,1895.3646240234375,2146.546875,2478.989501953125,2475.651123046875,1374.414794921875,1892.394287109375,1443.8773193359375
2023,2462.769287109375,1659.374267578125,1863.8345947265625,1542.1097412109375,1929.831787109375,1736.33837890625,2467.932861328125,1172.9229736328125,2043.9539794921875
