year,DhBIL01_,DhBIL02_,DhBIL04_,DhBIL06_,DhBIL07_,DhBIL10_,DhBIL11_,DhBIL13_,DhBIL14_,DhBIL16_
2013,42.88951873779297,38.47783660888672,39.371273040771484,33.613197326660156,38.0494384765625,31.225778579711914,39.15491485595703,33.79874038696289,33.06889724731445,27.371662139892578
2014,40.572486877441406,38.654361724853516,39.42420959472656,36.42393493652344,38.59859085083008,32.33409118652344,40.00322723388672,19.957372665405273,39.0980110168457,33.82866287231445
2015,41.48930358886719,36.968841552734375,42.65983581542969,37.15376281738281,37.42304992675781,36.313297271728516,39.72795867919922,34.21881866455078,37.962642669677734,36.22902297973633
2016,40.54530334472656,36.94002914428711,43.60969543457031,36.21826171875,37.21348571777344,30.704408645629883,40.40296173095703,33.69568634033203,35.9898681640625,33.73191452026367
2017,41.9693717956543,39.2645149230957,44.5531005859375,38.31614303588867,39.91922378540039,33.18423843383789,39.94091796875,38.54240036010742,40.16368865966797,33.179603576660156
2018,39.01145935058594,37.869022369384766,39.930580139160156,36.41140365600586,36.241329193115234,35.25791549682617,38.15630340576172,37.56865692138672,37.18817901611328,35.775611877441406
2019,39.841331481933594,37.663841247558594,40.26288986206055,37.20308303833008,35.48688888549805,35.17245864868164,37.51123046875,34.98991012573242,35.326473236083984,34.73024368286133
2020,40.39336395263672,38.02980422973633,42.551151275634766,37.309906005859375,35.78562927246094,39.57050323486328,39.717994689941406,36.4236946105957,36.10479736328125,34.12290573120117
2021,40.60591125488281,39.34785079956055,41.4755973815918,36.27117919921875,36.518550872802734,37.90657043457031,39.30586624145508,36.29060745239258,36.46223068237305,33.87781524658203
2022,39.687705993652344,38.78926086425781,41.00442886352539,36.631954193115234,37.05925750732422,36.48540115356445,39.72400665283203,34.92659378051758,37.6343879699707,32.793235778808594
2023,39.07052230834961,36.74418258666992,38.31144332885742,35.056766510009766,37.196224212646484,34.760982513427734,38.76986312866211,31.744840621948242,37.92868423461914
