year,RCTA*BIL01_,RCTA*BIL02_,RCTA*BIL04_,RCTA*BIL06_,RCTA*BIL07_,RCTA*BIL10_,RCTA*BIL11_,RCTA*BIL13_,RCTA*BIL14_,RCTA*BIL16_
2009,50.072994232177734,49.81199645996094,53.67978286743164,41.887107849121094,50.75537109375,14.19809341430664,27.233137130737305,14.453694343566895,31.114763259887695,51.03850555419922
2010,44.33277130126953,50.494937896728516,51.415103912353516,30.243080139160156,47.57157897949219,18.27864646911621,27.59880828857422,20.700172424316406,39.3373908996582,44.82778549194336
2011,46.442020416259766,51.24629211425781,50.769447326660156,32.09823226928711,41.47343826293945,11.467041015625,33.07167053222656,22.42218017578125,38.385948181152344,47.89143753051758
2012,48.069427490234375,53.09611892700195,52.64657974243164,35.570003509521484,46.65058517456055,14.54401969909668,34.19947814941406,14.449385643005371,44.51156997680664,50.646759033203125
2013,51.940128326416016,49.14575958251953,51.48587417602539,47.58220672607422,45.884361267089844,13.207976341247559,36.98745346069336,14.418512344360352,40.51885986328125,42.86308670043945
2014,44.322959899902344,45.046688079833984,54.59029769897461,35.98468780517578,41.00166702270508,15.39687442779541,26.51885986328125,5.2384161949157715,39.86758041381836,51.87775421142578
2015,43.02217102050781,44.788917541503906,50.90849304199219,29.998239517211914,45.96371078491211,14.387349128723145,32.24253463745117,15.09620475769043,45.57367706298828,44.20151138305664
2016,43.22624969482422,55.87961196899414,55.540252685546875,37.841102600097656,45.62339782714844,15.990511894226074,30.6527042388916,18.979450225830078,44.276004791259766,55.37471008300781
2017,46.760250091552734,50.75716018676758,50.603759765625,30.515342712402344,43.84945297241211,18.969274520874023,34.18319320678711,16.494155883789062,39.435813903808594,44.430267333984375
2018,46.97683334350586,49.65498352050781,55.59514236450195,28.423606872558594,46.61109161376953,18.50138282775879,33.51984786987305,14.327383041381836,44.38825988769531,51.215877532958984
2019,40.35124969482422,52.28557586669922,54.91156005859375,32.25560760498047,41.85671615600586,17.596675872802734,31.308507919311523,16.255226135253906,43.92660140991211,51.147769927978516
2020,41.589569091796875,53.41856384277344,55.30360794067383,32.4512825012207,47.36576461791992,15.004638671875,34.93290328979492,16.510583877563477,43.819915771484375,49.43964767456055
2021,38.436824798583984,46.1307373046875,52.70329666137695,33.42477798461914,43.9733772277832,15.469253540039062,31.114587783813477,14.4373140335083,38.05147933959961,37.53352737426758
2022,32.140132904052734,49.14033508300781,56.996856689453125,36.88889694213867,49.821598052978516,19.025699615478516,32.455535888671875,11.653019905090332,22.819419860839844,48.96686935424805
2023,32.628814697265625,52.324241638183594,58.308467864990234,37.39878845214844,52.54419708251953,11.625389099121094,31.34674072265625,11.514963150024414,23.035676956176758
