year,CWTbaBIL01_,CWTbaBIL02_,CWTbaBIL04_,CWTbaBIL06_,CWTbaBIL07_,CWTbaBIL10_,CWTbaBIL11_,CWTbaBIL13_,CWTbaBIL14_,CWTbaBIL16_
2000,3.640270471572876,3.601583957672119,3.671452760696411,4.103030681610107,4.481192111968994,4.541528701782227,6.082116603851318,4.016141891479492,6.791426181793213,2.8227837085723877
2001,3.996983766555786,4.138102054595947,3.205916404724121,4.4437947273254395,4.040781021118164,4.946942329406738,5.389707088470459,4.5550217628479,6.6666059494018555,2.9415152072906494
2002,3.5213727951049805,3.6870779991149902,3.4323976039886475,4.6799635887146,3.857807159423828,3.853513479232788,4.70991849899292,4.362092018127441,6.767585277557373,2.710078001022339
2003,3.2731497287750244,3.7351081371307373,3.162867307662964,4.32303524017334,3.75711727142334,4.204014301300049,4.420496463775635,4.261371612548828,6.513382911682129,2.8602614402770996
2004,3.6228816509246826,3.536518096923828,3.5416011810302734,4.180825233459473,4.02902889251709,4.479864597320557,5.000051021575928,4.418390274047852,6.207874298095703,2.6161458492279053
2005,3.5035336017608643,4.125164985656738,3.7950856685638428,5.739348888397217,4.248851776123047,4.121508598327637,5.095428466796875,4.254992485046387,5.599884510040283,3.0627193450927734
2006,3.179295539855957,3.2481350898742676,3.3691976070404053,4.017381191253662,4.332942485809326,3.581542491912842,4.496685028076172,4.087103366851807,6.016595363616943,2.700575113296509
2007,3.4931039810180664,3.99550461769104,3.6362266540527344,4.841244697570801,4.150178909301758,3.8157362937927246,5.170734882354736,4.596866130828857,5.750504016876221,2.8605215549468994
2008,2.942272901535034,3.2756123542785645,3.299349069595337,3.9488685131073,3.7642438411712646,3.537398099899292,4.212860107421875,4.266307830810547,5.32703971862793,2.647893190383911
2009,3.118137836456299,3.4725840091705322,3.0511178970336914,3.7569046020507812,3.8140037059783936,4.382908821105957,4.933676242828369,3.818201780319214,4.032774925231934,2.757378339767456
2010,3.671992540359497,3.478208541870117,3.5606026649475098,4.959883213043213,4.231535911560059,4.567257404327393,5.678414821624756,3.948164701461792,4.7885894775390625,2.903514862060547
2011,3.665278196334839,3.2294411659240723,3.370359182357788,4.870380878448486,4.375145435333252,3.807018995285034,5.258480548858643,4.091358184814453,5.187729835510254,2.8599793910980225
2012,3.718782663345337,3.2767066955566406,3.344409227371216,4.383954048156738,3.883776903152466,3.477294683456421,4.0045976638793945,4.0234375,4.070886611938477,2.731572151184082
2013,2.9020256996154785,3.0060949325561523,2.943197727203369,3.1708900928497314,4.078973293304443,3.7893757820129395,2.988471508026123,3.4715046882629395,2.847926616668701,4.009154319763184
2014,3.724823474884033,3.6882026195526123,2.970844268798828,4.212709903717041,3.955810546875,4.082459449768066,4.639711856842041,6.9878129959106445,3.060312509536743,2.6911463737487793
2015,3.6649169921875,3.3013525009155273,3.350574254989624,4.901392459869385,3.7171664237976074,3.70854115486145,4.817329406738281,3.4021387100219727,3.639744520187378,2.703289270401001
2016,3.5212790966033936,2.747884750366211,3.405853748321533,4.345842361450195,4.16650915145874,4.110681533813477,5.124887466430664,3.799177885055542,3.8710484504699707,2.49985933303833
2017,3.563977003097534,3.9621968269348145,4.172704219818115,5.626023292541504,5.017172813415527,4.117552280426025,5.002283573150635,3.6872475147247314,4.791046619415283,4.765748977661133
2018,3.3181161880493164,3.3865978717803955,3.4366278648376465,4.973954677581787,4.219998359680176,4.31225061416626,4.3543171882629395,3.775646686553955,3.5718681812286377,2.8420629501342773
2019,3.4564507007598877,3.128176212310791,3.4289653301239014,4.860881328582764,3.958818197250366,4.409822940826416,4.769567489624023,3.4154345989227295,3.4676883220672607,2.7852413654327393
2020,3.384239435195923,3.008317232131958,3.152724504470825,4.602956771850586,3.8648464679718018,3.8812339305877686,3.786118268966675,3.7878448963165283,3.274625778198242,2.982546806335449
2021,3.0050885677337646,3.673156499862671,3.7437684535980225,4.7495245933532715,4.036133289337158,4.264623641967773,5.130194664001465,3.4866366386413574,3.54213285446167,3.2418768405914307
2022,3.426130771636963,3.560695171356201,3.25284481048584,4.018493175506592,3.4961891174316406,3.952146291732788,4.371560573577881,5.983181953430176,3.4538707733154297,3.3781936168670654
2023,3.152327299118042,3.4391274452209473,2.8101210594177246,3.5988762378692627,3.1915297508239746,4.139885902404785,4.254471302032471,-999,4.300527095794678
