year,DtanBIL01_,DtanBIL02_,DtanBIL04_,DtanBIL06_,DtanBIL07_,DtanBIL10_,DtanBIL11_,DtanBIL13_,DtanBIL14_,DtanBIL16_
2007,25.063472747802734,28.62070083618164,26.392786026000977,21.903581619262695,23.34407615661621,19.2003116607666,19.750194549560547,26.78609848022461,22.862409591674805,26.65387535095215
2008,27.715862274169922,29.524181365966797,27.957761764526367,23.95844841003418,23.49215316772461,20.149200439453125,23.944894790649414,27.625411987304688,23.334545135498047,26.701448440551758
2009,26.84148597717285,28.42418098449707,29.089197158813477,25.092559814453125,24.785686492919922,20.33160972595215,21.41109275817871,28.433889389038086,24.847896575927734,26.765871047973633
2010,25.573345184326172,28.92670440673828,27.189226150512695,22.296226501464844,23.248018264770508,18.854028701782227,18.40714454650879,29.474536895751953,27.008338928222656,27.719594955444336
2011,26.250967025756836,29.34893226623535,27.08373260498047,22.03877067565918,23.342464447021484,17.4997501373291,19.803041458129883,30.488542556762695,24.19578742980957,28.59150505065918
2012,26.48964500427246,29.96438217163086,27.808120727539062,24.197208404541016,25.292695999145508,19.360506057739258,24.840675354003906,30.254898071289062,26.959035873413086,28.240398406982422
2013,28.55451202392578,28.933815002441406,28.282655715942383,26.98097038269043,24.948869705200195,19.160778045654297,27.43828582763672,29.38519287109375,26.718708038330078,26.958961486816406
2014,24.378822326660156,27.288738250732422,29.348270416259766,22.79991912841797,24.140880584716797,18.98023223876953,22.90403175354004,26.1528377532959,28.5401611328125,27.745132446289062
2015,24.3343563079834,27.442047119140625,29.067474365234375,23.358205795288086,24.241186141967773,19.180280685424805,22.12360191345215,27.389442443847656,29.727327346801758,28.124845504760742
2016,25.88753318786621,29.037988662719727,29.265209197998047,25.01850128173828,23.945466995239258,18.623327255249023,21.541213989257812,28.199054718017578,28.02399444580078,29.84733772277832
2017,25.06382942199707,26.079734802246094,26.442760467529297,21.94328498840332,21.429401397705078,19.395435333251953,23.410829544067383,30.649673461914062,24.563243865966797,27.72832679748535
2018,24.235685348510742,27.193580627441406,26.135141372680664,22.33234405517578,21.162052154541016,19.696395874023438,21.321931838989258,29.34609603881836,27.253808975219727,30.69713592529297
2019,24.194229125976562,27.94611930847168,26.322368621826172,21.429218292236328,20.214332580566406,19.2117977142334,20.217018127441406,29.35958480834961,27.07720184326172,28.106536865234375
2020,25.01335334777832,29.4451904296875,28.58792495727539,23.54706382751465,22.755855560302734,19.891647338867188,23.48199462890625,29.103818893432617,27.550813674926758,25.926233291625977
2021,25.38906478881836,27.361051559448242,26.834819793701172,24.173927307128906,21.194509506225586,18.781389236450195,21.395479202270508,28.15375518798828,25.919153213500977,26.329072952270508
2022,24.862638473510742,27.374752044677734,28.262248992919922,26.3341121673584,22.791343688964844,21.730318069458008,23.91988754272461,28.484207153320312,27.28532600402832,25.35541343688965
2023,26.629343032836914,28.82659339904785,29.924549102783203,29.757892608642578,23.639686584472656,22.998567581176758,24.69422721862793,28.259294509887695,29.884931564331055
