year,TB2BIL01_,TB2BIL02_,TB2BIL04_,TB2BIL06_,TB2BIL07_,TB2BIL10_,TB2BIL11_,TB2BIL13_,TB2BIL14_,TB2BIL16_
1996,0.0962512269616127,0.07178711891174316,0.032013144344091415,0.07148004323244095,0.14210031926631927,0.25377944111824036,0.2751549482345581,0.18521960079669952,0.13727021217346191,0.043242551386356354
1997,0.15827308595180511,0.1307298243045807,0.08973774313926697,0.25165197253227234,0.2662518322467804,0.5738744735717773,0.5520471334457397,0.27550095319747925,0.4308248460292816,0.20017275214195251
1998,0.08820819854736328,0.09517017006874084,0.06484133750200272,0.117600217461586,0.18638868629932404,0.23591463267803192,0.6053767800331116,0.1993677169084549,0.20257766544818878,0.059017203748226166
1999,0.14828765392303467,0.1144576147198677,0.11554210633039474,0.3391804099082947,0.3747544586658478,0.25793319940567017,0.3860524594783783,0.18190547823905945,0.5457568764686584,0.09682990610599518
2000,0.19359838962554932,0.18699786067008972,0.1669161021709442,0.2899447977542877,0.4833867847919464,0.3212246000766754,0.7584540843963623,0.17570781707763672,0.9373854398727417,0.07606002688407898
2001,0.20999862253665924,0.18086418509483337,0.07439661026000977,0.22672687470912933,0.235664963722229,0.4485625922679901,0.6702755093574524,0.3010690212249756,0.8954498171806335,0.07735095173120499
2002,0.12122809141874313,0.13083769381046295,0.1216617003083229,0.40057018399238586,0.22786100208759308,0.34960272908210754,0.4009345769882202,0.1902245432138443,0.6953554153442383,0.07240353524684906
2003,0.11511313915252686,0.12130340933799744,0.09348531812429428,0.3019896149635315,0.2823634445667267,0.4224831759929657,0.42102673649787903,0.15378837287425995,0.6842027902603149,0.05276099592447281
2004,0.16362401843070984,0.1479947715997696,0.1672729104757309,0.3308902978897095,0.4326639175415039,0.4204346239566803,0.4373585879802704,0.20918601751327515,0.6249060034751892,0.09576036781072617
2005,0.19260284304618835,0.2640664279460907,0.1988251805305481,0.7947409749031067,0.31689247488975525,0.4804980754852295,0.4640774130821228,0.08519447594881058,0.46447986364364624,0.17101556062698364
2006,0.14190109074115753,0.06388773024082184,0.11548291146755219,0.20165330171585083,0.3315926790237427,0.25158464908599854,0.29449790716171265,0.14521348476409912,0.4827291667461395,0.0519438311457634
2007,0.20307235419750214,0.23719264566898346,0.16741038858890533,0.5130861401557922,0.321084201335907,0.41056957840919495,0.5762295722961426,0.18831676244735718,0.3291717767715454,0.09856663644313812
2008,0.0719524696469307,0.07086203992366791,0.07007081806659698,0.21591347455978394,0.14521393179893494,0.2644166648387909,0.1979198157787323,0.13825275003910065,0.2950229346752167,0.05045049265027046
2009,0.10401743650436401,0.10483339428901672,0.06175106763839722,0.1711810976266861,0.1507607251405716,0.3433920741081238,0.3731105327606201,0.12391749769449234,0.3220517337322235,0.0670262947678566
2010,0.27044105529785156,0.12259205430746078,0.1742139756679535,0.5449712872505188,0.38012176752090454,0.37971165776252747,0.7805802822113037,0.1891634464263916,0.1890815943479538,0.11180564761161804
2011,0.2600990831851959,0.08720188587903976,0.13628748059272766,0.5264636874198914,0.4310769736766815,0.3646754026412964,0.6770769953727722,0.0970882996916771,0.2547157108783722,0.10099857300519943
2012,0.20276960730552673,0.07881832122802734,0.06835044920444489,0.22626881301403046,0.20082738995552063,0.30289751291275024,0.26352959871292114,0.11273586004972458,0.0821513831615448,0.05742736905813217
2013,0.09605919569730759,0.062045734375715256,0.04471093788743019,0.0957961231470108,0.20272551476955414,0.3620753586292267,0.08066821098327637,0.07542884349822998,0.06721735745668411,0.05393332242965698
2014,0.23245958983898163,0.0844062864780426,0.05949251726269722,0.3187538683414459,0.1985514611005783,0.34876808524131775,0.31935858726501465,0.49037185311317444,0.10220092535018921,0.04330502822995186
2015,0.344452440738678,0.3342077136039734,0.08728092163801193,0.6711104512214661,0.45440182089805603,0.44908785820007324,0.44063133001327515,0.08909672498703003,0.07575993239879608,0.049075569957494736
2016,0.2671450674533844,0.047657936811447144,0.11022128909826279,0.28881120681762695,0.43024763464927673,0.4260377883911133,0.4500972032546997,0.15552844107151031,0.09695307165384293,0.027512861415743828
2017,0.25924068689346313,0.16901235282421112,0.20671512186527252,0.4423147439956665,0.45355677604675293,0.2737625539302826,0.3022582232952118,0.06428276747465134,0.32243552803993225,0.05765106528997421
2018,0.222890704870224,0.17372849583625793,0.0871819257736206,0.5108202695846558,0.4599589705467224,0.3060997724533081,0.33556100726127625,0.07773347198963165,0.1050688773393631,0.03524022549390793
2019,0.2916484475135803,0.08228568732738495,0.11914537847042084,0.5925261378288269,0.44678470492362976,0.3851282596588135,0.5234308838844299,0.06698103249073029,0.10053041577339172,0.040232982486486435
2020,0.23201501369476318,0.07494726777076721,0.11046317219734192,0.3349246084690094,0.24889689683914185,0.4087674021720886,0.3284718990325928,0.09578252583742142,0.06616885960102081,0.05423149839043617
2021,0.29002198576927185,0.2245669960975647,0.13700155913829803,0.3324052095413208,0.3940610885620117,0.43714725971221924,0.7071890234947205,0.08653932064771652,0.12770020961761475,0.0742279440164566
2022,0.3195703625679016,0.08599695563316345,0.0602036751806736,0.21659843623638153,0.1791180819272995,0.2566731870174408,0.2549523413181305,0.2667286694049835,0.11034371703863144,0.11345009505748749
2023,0.1866423338651657,0.2262330949306488,0.03827514499425888,0.12772530317306519,0.2558213770389557,0.3580857813358307,0.3449813723564148,0.29948458075523376,0.1617061048746109
