year,KhKHA_03_,KhKHA_06_,KhKHA_09_,KhKHA_12_,KhKHA_14_,KhKHA_15_,KhKHA_16_,KhKHA_17_,KhKHA_19_,KhKHA_20_
1871,2.2292801437047778e-8,5.565976195091663e-9,6.7500340425103975e-9,2.072135058258259e-8,4.3864336963673136e-9,8.981970167990484e-9,7.972301584489876e-9,1.2014588304340365e-8,9.39336221693819e-9,3.6660418754410925e-9
1872,2.1307928913803378e-8,8.122091185819968e-9,6.4505937327422005e-9,2.119126156961352e-8,4.917120642851241e-9,1.160616813227793e-8,1.081874620069581e-8,2.0452817313034372e-8,1.2300186181323773e-8,6.603324768089017e-9
1873,5.243888157802756e-9,4.813976119501651e-9,3.6305145784033907e-9,1.3536347571456826e-8,2.055844007334671e-9,4.405589603006626e-9,3.134417240252145e-9,1.2112054453351831e-8,3.773832286342336e-9,2.0912671697491773e-9
1874,6.028931501375712e-9,3.4859626903643933e-9,4.782796821863327e-11,1.0972738658223016e-8,4.071230754235002e-10,3.637006103480362e-9,4.750828625334089e-9,9.933252103716903e-9,2.994260529638518e-9,2.7994378823265597e-9
1875,1.9341781929959122e-8,4.074209279019557e-9,8.30189864944616e-9,1.9487671220221026e-8,1.922772294427928e-9,8.109809498766608e-9,7.986568563915095e-9,1.418631933805719e-8,9.261691102896548e-9,4.766121447576954e-9
1876,1.1804320019043301e-8,4.925882239500602e-9,2.292045431718508e-9,1.133602872309562e-8,2.7088242960979602e-9,6.068965494185018e-9,4.902144048472757e-9,1.1838495324965428e-8,6.616668229486762e-9,3.5896873567845244e-9
1877,2.984889600332399e-8,5.2778000970102915e-9,7.503263114950554e-9,2.1746170054325076e-8,8.0576786397619e-9,9.397863382789024e-9,1.179837283855191e-8,2.469823920024369e-8,1.4315780856478538e-8,8.323621515151822e-9
1878,1.1992849326487266e-10,2.938014723173008e-9,6.924218130073067e-9,1.5100183360472078e-8,8.05164605993145e-9,1.2945989153701155e-8,1.3846434489521304e-8,2.4991291609939054e-8,2.016093121444406e-8,9.040581653169289e-9
1879,1.055577656601022e-8,8.746817891978423e-9,5.686397591603954e-9,2.190911476342687e-8,9.17565104973383e-9,1.4885379539501017e-8,1.3384706881617712e-8,2.8812460005597165e-8,1.8272664996206222e-8,6.97014916163504e-9
1880,1.0188450829117345e-8,4.521741445941971e-9,4.0238784230197866e-9,3.201402560767732e-8,5.929839789607394e-9,1.4951715999435597e-8,1.563391033551183e-8,2.7424014706602765e-8,1.60706705167469e-8,4.163810820624675e-9
1881,6.5303237769732185e-9,4.5370439253091355e-9,2.0838747866450607e-9,2.3882827966970947e-8,3.366379251007746e-9,5.214608398439471e-9,7.131526719713361e-9,1.446423609150467e-8,9.463405187434028e-9,3.3427181627663024e-9
1882,8.538574358028794e-9,3.1414127696391254e-9,4.652727309826272e-9,2.1805252460004238e-8,5.660029191691826e-9,7.047980371237845e-9,9.524969975876074e-9,1.516132230577074e-8,8.745717721869738e-9,4.922667569218978e-9
1883,6.941029893190759e-9,3.602798725675823e-9,2.3234243787360787e-9,3.151093578348022e-8,7.403689965847191e-9,7.794543738146792e-9,1.2518169052075871e-8,2.236458036750735e-8,1.3718375126497238e-8,4.197110594737424e-9
1884,3.966784067760714e-9,1.310481099816429e-9,9.175646645439112e-10,8.989881084063623e-9,6.292385543669555e-11,4.173841336334552e-9,2.9285428678786573e-9,1.0516864399323165e-8,3.535273238019114e-9,2.2066462747277576e-9
1885,2.6250721869595318e-9,7.705353901272543e-10,1.0404765076814056e-10,0,6.108690872724774e-11,1.9369950377541158e-9,3.3532889034102417e-9,1.0583821301758535e-8,1.4398989882074907e-9,2.0032512093148954e-9
1886,2.9020250863193544e-9,2.5694652448010813e-9,1.4524903466428382e-9,0,3.978615065826454e-9,6.4481997090015135e-9,5.9777168613387385e-9,1.5067639505205016e-8,5.123611025530654e-9,3.3358836870898797e-9
1887,5.7428642085996255e-9,2.7723899649433596e-9,2.3646016374528794e-9,0,6.5508343274090485e-9,7.0909319399101024e-9,1.1521984497990125e-8,1.8403697034293105e-8,6.693984246649045e-9,4.68969302445419e-9
1888,5.905736269253585e-9,1.480776559083947e-9,1.030790780479135e-9,0,5.645406290585598e-9,6.252462804331431e-9,8.901488399630816e-9,2.189309109488953e-8,4.992570108539626e-9,2.8769340208647198e-9
1889,4.302275691408322e-9,2.0599012385413514e-9,0,0,3.6346996018170633e-9,7.576856581686988e-9,2.9817775526417598e-9,1.2700366969987344e-8,1.8137714414157457e-9,2.3616843708044856e-9
1890,3.209424256506517e-9,1.566935513298247e-9,0,0,3.770885319667388e-9,7.223715823253239e-9,7.833682093545773e-9,1.2701789177788059e-8,5.236564773633104e-9,4.182010099320116e-9
1891,6.21159490015361e-9,5.6149839265396615e-9,0,0,1.216144109434458e-8,1.57543878348702e-8,1.526112711914827e-8,2.2145408147131004e-8,9.317685580505962e-9,5.5133051237897135e-9
1892,4.726916296473589e-9,6.677532636903622e-9,0,0,1.0834211351631784e-8,1.3240099604109425e-8,1.6185554944441207e-8,2.1231914162262403e-8,0,7.398840640368259e-9
1893,2.879689973518387e-9,6.8086308056575255e-9,0,0,6.977808280811142e-9,1.1536791504974377e-8,9.925525233277522e-9,1.2234861745988013e-8,2.8176498084597766e-11,4.163646717855331e-9
1894,4.1674166273329e-9,6.143070099078413e-9,0,0,1.0705444689074734e-8,1.1033027278837599e-8,1.3816243944713894e-8,1.8178885008165067e-8,9.746990573482969e-11,3.90434394161238e-9
1895,3.2391392082288384e-9,9.832575240538586e-9,0,0,5.553836541104675e-9,2.867580275160295e-9,8.232632111739561e-9,1.5766897744724567e-8,1.8141869862131059e-9,2.1330702175610386e-9
1896,4.106322120241071e-9,8.531523528693298e-9,0,0,8.604661236443326e-9,1.1719765908491997e-8,2.0055102153770328e-8,2.6848709571602222e-8,6.879940558092097e-9,4.0664951095359834e-9
1897,2.2349358529227088e-9,9.874820013438983e-9,0,0,1.3938769756538755e-8,1.2017836595039834e-8,1.842643963725142e-8,2.4546618046675845e-8,1.043625013856311e-8,2.1351171730313204e-9
1898,1.9828380901765606e-9,5.9546878656242944e-9,0,0,1.918697008001708e-9,7.58049422123028e-9,7.096485821482574e-9,1.4068409604794804e-8,2.9565081578773824e-9,1.1993594999702576e-9
1899,2.0187079605787104e-9,1.99982805794495e-9,0,0,3.215252800874617e-9,3.607600621257057e-9,7.396998995269244e-9,1.6380513291430645e-8,4.58528772768945e-9,1.6997397682444553e-9
1900,2.2506720012339924e-9,2.4321362431443845e-9,0,0,4.625352795156665e-9,8.062644268966169e-9,2.7657283790086103e-9,3.844619691778515e-9,2.8670296441187066e-9,1.3768807160311177e-9
1901,1.7695751724282083e-9,5.602821740180668e-9,0,0,4.3850563100814124e-9,1.0102975053355106e-8,1.4069118143335008e-8,1.4125617531211757e-8,4.534874423635173e-9,3.7915054446543375e-9
1902,2.5313407724183746e-9,3.0209597417850652e-9,0,0,5.0130687513496365e-9,1.6783223215746144e-8,1.3061575605545649e-8,1.4423646218415347e-8,3.2915576120152333e-9,4.83231341753161e-9
1903,2.508166304867878e-9,3.4332830345791528e-9,0,0,3.957119417955969e-9,7.737889437473402e-9,7.289116424319802e-9,1.168054131144398e-8,5.795052897743458e-9,1.7758747672234501e-9
1904,2.659187087960239e-9,4.561321702691819e-9,0,0,2.0908445172212642e-9,8.492493037319409e-9,9.1636382658203e-9,8.597241687512074e-9,6.2538565482611165e-9,1.3657174264878584e-9
1905,2.6581892924544478e-9,2.3212837444843055e-9,0,1.973733953926383e-9,2.3214342558665692e-9,3.993070441476301e-9,5.478064289645267e-9,6.523779752679236e-9,3.5861891736383413e-9,1.3171453504421962e-9
1906,1.7672883112878353e-9,2.8937738906379773e-9,0,6.596217998862474e-9,4.631983297580866e-9,6.6735460347122216e-9,7.986107689043929e-9,1.249086434338948e-8,5.620054462663544e-9,2.6407458043828515e-9
1907,3.400313351686515e-9,2.4744202718528163e-9,0,7.697804544098459e-9,4.856948293666742e-9,1.1065538904851156e-8,6.8391821898519855e-9,1.4309977166678572e-8,4.716568223514735e-9,1.6576564142619283e-9
1908,4.5767516692981084e-9,1.0670007918758148e-8,0,8.878171845588352e-9,1.3820362812118574e-8,1.181562549253604e-8,1.08486425216151e-8,2.24250326793941e-8,1.4645850497635357e-8,2.9463673087833834e-9
1909,3.6888822177001295e-9,2.392137084934105e-9,0,8.001718259538122e-9,6.5647494777439115e-9,3.2793986196411956e-9,3.6176863358702834e-9,2.0611127598043595e-8,7.271308388370825e-9,2.5693880517856234e-9
1910,1.8673860990896014e-9,4.868157027510842e-9,0,1.9973570760442722e-9,7.4118433097101766e-9,1.020275409450313e-8,3.632446278112905e-9,2.1256269972353703e-8,2.2945035874920495e-9,1.6358345210410877e-9
1911,3.138368967360139e-9,5.571930379998663e-9,0,7.456735602884867e-9,4.582403152019146e-9,1.0105627794899232e-8,3.354811906591993e-9,1.374502714166976e-8,4.008766549572697e-9,1.4004924335843842e-9
1912,1.4455772064413402e-9,1.7514141781749024e-9,0,2.676567747727186e-9,2.254273598457885e-9,2.4937365129019494e-9,1.3258130032407258e-9,1.5057319085961003e-8,1.757135418263843e-9,1.4519159395415265e-9
1913,1.4691204905427514e-9,3.373198562525173e-9,0,4.613340505283899e-9,2.7147919326820384e-9,7.4615155347884e-9,4.4631817513954736e-9,1.2741495462262482e-8,3.153541388413896e-9,2.0537485758770086e-9
1914,2.6237064275317665e-9,1.044308050342513e-8,0,8.565755520566647e-9,1.4365422988335674e-8,1.261725526909621e-8,9.021716412362698e-9,2.215148002524831e-8,7.1463385433802765e-9,2.1063278028388547e-9
1915,2.7282965757048955e-9,1.4482011064583455e-8,0,4.093082850672039e-9,4.293046143153678e-9,1.077367293196549e-8,6.652513367203443e-9,1.9948855571415334e-8,6.439388002039934e-9,3.7072576049387976e-9
1916,3.2753628276716745e-9,8.484922912530365e-9,0,7.590422004946854e-9,5.9717609443366835e-9,9.59524987799817e-9,6.244823078554425e-9,2.400052352464604e-8,5.9622841503327966e-9,2.887007709713256e-9
1917,1.9733164898611592e-9,5.3562481444967515e-9,0,7.24064257404212e-9,8.750211043031206e-9,7.838656489450401e-9,8.190163346079249e-9,2.1422247714110956e-8,3.4613548427158923e-9,3.049764148646851e-9
1918,2.9910057464719294e-9,5.98633226273207e-9,0,1.213805106897656e-8,1.5109781084153346e-8,1.2289476788007621e-8,9.798555498388534e-9,1.9664393034734955e-8,5.451659744622649e-9,2.558354486164673e-9
1919,2.8660724068982104e-9,6.037273590296232e-9,0,1.2017588889891916e-8,8.383523484424245e-9,1.0961558361041691e-8,1.073409289597834e-8,2.5603803503235365e-8,6.7004013707695284e-9,2.1005247470753937e-9
1920,3.443526267454077e-9,8.039935497467855e-9,0,9.558861506904957e-9,1.1446476009664762e-8,1.3102552058708553e-8,1.2327579979560378e-8,2.87379010570111e-8,6.456275695332188e-9,3.4467280457025162e-9
1921,2.9470987974782228e-9,6.198886753408434e-9,0,7.051984603490934e-9,7.596179810816659e-9,6.425963189049288e-9,5.466073908774096e-9,1.2626409281524562e-8,3.0874717996834227e-9,1.6970031502072013e-9
1922,2.2115673260079266e-9,7.4425413390300435e-9,0,6.847915105661091e-9,1.4900343059696349e-8,6.499430776070365e-9,6.6049717975806815e-9,1.5343071148093556e-8,4.687371054265183e-9,1.6595489067269284e-9
1923,4.5464453021727325e-9,8.078463741174321e-9,0,9.006001421422168e-9,1.4944577544509254e-8,1.0655686051004369e-8,9.802108005976453e-9,2.2506547654103924e-8,5.881617032777851e-9,4.34291042513117e-9
1924,4.358735828474318e-9,7.598521942928815e-9,0,6.801965911341117e-9,1.6458695224796265e-8,9.557689312717704e-9,6.661451449257161e-9,2.117901093963973e-8,6.563563333169275e-9,2.90462954344674e-9
1925,2.551954897585904e-9,4.3936814802775895e-9,0,1.0157746819000264e-8,1.1041826520809351e-8,9.203785699865967e-9,3.7172982862589524e-9,1.632627558499062e-8,4.737262139239595e-9,1.2994194578675562e-9
1926,4.124343436155313e-9,7.3209825324892135e-9,0,9.909803964357009e-9,1.1117711823923327e-8,8.752654963760453e-9,6.01978761138812e-9,2.9242891034278935e-8,9.573255382157662e-9,2.322689810285329e-9
1927,3.107560554822796e-9,5.162832859876781e-9,0,8.752120698985867e-9,5.897863477880957e-9,6.818439143643857e-9,3.6903471273826723e-9,1.905823489613043e-8,3.966765159387387e-9,1.7244844209456247e-9
1928,3.105049976499695e-9,6.790684838136476e-9,0,7.479208482626481e-9,1.1552298010070359e-8,1.4773605413829526e-8,2.5162473872409025e-8,2.67755182291876e-8,9.413054662105282e-9,2.5942368747778604e-9
1929,6.6697046903430655e-9,7.863932040160423e-9,0,7.553874658281112e-9,7.810523393595612e-9,1.3390409800919488e-8,1.4550562446612792e-8,1.4461079713256024e-8,8.554035636108654e-9,3.1817422177338065e-9
1930,4.799253154810507e-9,6.074487752140809e-9,0,1.0367213599488332e-8,8.724424056572539e-9,1.5665204118946505e-8,1.7787950387044417e-8,1.780281110064178e-8,7.3542047510791456e-9,3.3451315545189866e-9
1931,1.9838573777392936e-9,4.674441342437744e-9,0,4.050700834482521e-9,3.583696545048674e-9,2.3940621324199265e-9,5.318319240538667e-9,8.396433605994995e-9,5.873469611779525e-9,1.7497164524973178e-9
1932,0,5.11523293639727e-9,0,9.306945633620987e-9,6.072962666260283e-9,1.5401608544210627e-11,1.0847353411859055e-8,1.4048496152152403e-8,8.18314620880282e-9,2.257892374879889e-9
1933,0,6.598539075764428e-9,0,9.058701573058595e-9,6.00545685090951e-9,0,1.574169279764955e-8,2.105085791712062e-8,9.926586717777226e-9,2.235434392552519e-9
1934,0,6.261123174500598e-9,0,1.1851295377715461e-8,8.286427296984665e-9,0,1.4997633925691873e-8,1.7602096983676757e-8,8.646809499732872e-9,1.8612056803090568e-9
1935,0,6.307198916385815e-9,0,9.191645171562571e-9,6.9395647821712475e-9,0,1.615379093191944e-8,2.174089525132871e-8,1.1516147084414899e-8,1.5110039449392927e-9
1936,0,9.1292063877901e-9,0,8.546674690100872e-9,1.985391713876639e-8,7.230183975542484e-9,1.7519253082053006e-8,2.7138820464606496e-8,1.5064736634807322e-8,1.920698142022427e-9
1937,3.236831669227849e-12,9.463688123991579e-9,0,1.0875957179045294e-8,6.0734211331567096e-9,1.0307192448706346e-8,1.8160783399471114e-8,3.530430779730954e-8,1.3251375777328172e-8,2.070556614631582e-9
1938,1.3138586093131051e-9,8.419122608440597e-9,0,9.489390750393203e-9,8.185926266009178e-9,1.0833261554380709e-8,1.8647246382948602e-8,2.7247185087248985e-8,1.049228401154741e-8,1.7908384256262538e-9
1939,1.7968471499826205e-9,9.957156559862642e-9,0,1.0999977681756681e-8,5.753179843451989e-9,2.0946689107378273e-8,2.181322731616999e-8,3.413008499415336e-8,2.2453732276769042e-8,5.055920721832036e-9
1940,1.804009305238946e-9,8.444050925445451e-9,0,8.949226037590047e-9,8.831052474658994e-9,1.4952709125882928e-8,2.8501993413590346e-8,3.4033338281705066e-8,1.8240319885683215e-8,3.154014794627976e-9
1941,1.469164412397869e-9,1.361618214648099e-8,1.1132200386860215e-9,7.032124544031365e-9,9.440385381709074e-9,1.5787124005115643e-8,3.0416657091039895e-8,2.9053023045735666e-10,1.8471591816895416e-8,7.262697641746594e-9
1942,1.7755043974330446e-9,7.973821528497396e-9,1.5507088657673235e-9,5.529327746305575e-9,3.768382776836955e-9,1.0179410255605024e-8,3.205432581372927e-8,5.2827953798007914e-8,2.625346702781625e-8,3.2261441049359086e-9
1943,2.326877757787892e-9,9.94003060018432e-9,1.451926176129882e-9,4.861609473238785e-9,7.2155842122363386e-9,1.1395433333290805e-8,2.382473618266324e-8,4.980908729544989e-8,1.9473415281972174e-8,1.3887582843967921e-8
1944,1.98122625687679e-9,8.937157754342896e-9,9.285343391548407e-10,5.739703656562029e-9,9.328445026596392e-9,7.551371226230503e-9,1.4716422772187665e-8,3.9971752448994506e-8,5.344119886851553e-9,6.066344414877415e-9
1945,1.481824865740904e-9,1.1387737763106747e-8,2.2461179629897547e-9,5.076070688884365e-9,9.939343881262972e-9,1.5157388691414465e-8,2.681469022230603e-8,5.573607220565181e-8,7.570132268285656e-9,1.3657293626657308e-8
1946,1.177404555454365e-9,8.608638335691998e-9,1.888700573059044e-9,4.612408996750259e-9,1.0830756104187492e-8,1.5457639639913426e-8,1.800201941124601e-8,3.175173174073015e-8,7.930866696573598e-9,5.447399537289329e-9
1947,6.364572529563728e-10,3.5876731533618023e-9,2.147275448812679e-11,4.068197421135209e-9,3.020408868643e-10,1.3814038206817503e-9,2.545415386563286e-9,7.414927020552156e-9,2.759184423680009e-9,1.2082398720413988e-9
1948,8.680213007743495e-10,7.16532157631376e-9,1.557843696215133e-9,5.766271587549856e-9,7.9158647454622e-9,1.1440988086492792e-8,2.6310646109625978e-8,4.5861856831635084e-8,4.826545772369723e-9,5.378198221854937e-9
1949,6.853781486963181e-10,2.518301667094893e-9,2.057764215437756e-10,4.01304787759125e-9,2.767908057954551e-9,9.832054822660778e-9,1.1251842880222145e-8,9.657192665394109e-9,3.0948180157830454e-9,2.4921129234744206e-9
1950,7.837889783134241e-10,4.850070434047383e-9,5.042376888082987e-10,6.5349372140062615e-9,5.0565105281808595e-9,5.67531504361072e-9,1.2950097228648275e-8,2.301333361237162e-8,2.439573315883122e-9,6.187304089371529e-9
1951,6.408728839570019e-10,6.725020581405546e-9,5.929625784152945e-10,6.696083899111095e-9,1.0321426619907619e-8,9.380033145781558e-9,2.102045285906792e-8,2.338013484344981e-8,3.8735844669838845e-9,4.898656980824701e-9
1952,8.590680313517463e-10,5.733899938893041e-9,1.6618246108053408e-9,5.89301869695375e-9,5.448838412974088e-9,4.967359703196882e-9,1.588401552822223e-8,2.5858688607253378e-8,2.9926846487420455e-9,6.067020465774092e-9
1953,6.273063655398975e-10,8.700931293849653e-9,1.7300131533565501e-9,5.472343825820477e-9,6.840770260505444e-9,1.0109620021700945e-8,2.1080497326964062e-8,3.035755077615895e-8,5.101656684845043e-9,6.5110069067780446e-9
1954,7.818746303219607e-10,7.601102366943453e-9,4.917286839962376e-10,2.182165493184609e-9,3.043674450258765e-9,5.200449648168102e-9,1.4330062489466808e-8,2.7370417668285553e-8,3.371778142352643e-9,3.081462092449727e-9
1955,2.0976114871969794e-9,5.399981765103045e-9,1.401722644343874e-9,2.2805911997153633e-9,3.0652113969711876e-9,0,2.318957296450007e-8,3.1160926588281554e-8,4.887565107817094e-9,2.3525716369139026e-9
1956,9.97003262656155e-10,4.109276239050133e-9,9.277723768606762e-10,2.5603060649389487e-9,3.0778451179286184e-9,0,1.3659383594880837e-8,1.717705216214577e-8,4.4377811530242835e-9,3.464415368646856e-9
1957,2.727434043187226e-9,5.94367981786207e-9,6.774399067845571e-10,2.10932442626431e-9,4.8578489894128486e-9,0,1.541980151175537e-8,1.720161879763117e-8,3.609093113217453e-9,4.461120125328658e-9
1958,1.6218394402636225e-9,4.726265257753385e-9,5.683183244110228e-10,3.022451146224452e-9,4.055825713332871e-9,0,7.656878135886067e-9,1.0615318062354539e-8,6.121235987511707e-9,2.923600237604075e-9
1959,1.8891607466463752e-9,8.40938222928463e-9,1.0954213833952038e-9,2.3531770692378287e-9,4.267064564441505e-9,0,1.8683488063524923e-8,2.0059149390415438e-8,5.229938589398513e-9,4.3333167560848836e-9
1960,2.8481361378297533e-9,5.321275790863973e-9,7.367788842191592e-10,3.9852886977648356e-9,5.99478948459006e-9,0,1.3449466674337133e-8,3.313206415268255e-8,6.095460310023124e-9,5.469557922607971e-9
1961,2.982031287118061e-9,5.3725881573407116e-9,9.555119832589525e-10,5.595555964043672e-9,4.383828719858864e-9,0,1.3852968685387527e-8,3.736558781484437e-8,5.153752606354755e-9,3.5855059759643324e-9
1962,2.7510004820811965e-9,7.624335849789016e-9,5.629633047252567e-10,3.759164261144582e-9,4.5334400099081534e-9,0,9.260395184578551e-9,2.8034755056122147e-8,3.199703189455903e-9,4.612010199495645e-9
1963,2.0572661763738534e-9,3.7005767524174513e-9,2.9551994499168895e-10,3.6931340977441375e-9,2.734380380941007e-9,0,5.618877362440113e-9,1.948696398045445e-8,2.8307410619678208e-9,2.1599262727068085e-9
1964,2.0543630246905853e-9,8.184368804871552e-9,1.3404129522690545e-9,3.197301896013659e-9,6.241661893587081e-9,0,1.3263012305524852e-8,2.9100047305491106e-8,1.2994800443879729e-8,5.552535667938176e-9
1965,2.99983036742414e-9,5.045278468529945e-9,9.41028017483936e-10,1.3119436594183424e-9,3.3166137802490253e-9,0,4.8953767578830845e-9,1.6565064801583185e-8,7.582632298995797e-9,2.1023306848948837e-9
1966,3.271959783843449e-9,1.045408418462512e-8,2.041945677568791e-9,2.4958439847332564e-9,4.917674547961624e-9,0,1.2587982159920754e-8,2.982855083237178e-8,1.1981719466693648e-8,6.750709839993526e-9
1967,4.364145501126138e-9,1.1286566142462147e-8,2.6791469518454094e-9,2.3261076198012633e-9,5.934784393640827e-9,0,1.9760379511407965e-8,3.3206572817290176e-8,1.4595565532426722e-8,5.06997220630509e-9
1968,3.4665124721316617e-9,5.833633523499221e-9,1.86378618532144e-9,1.6527783329491733e-9,2.5363842150704515e-9,0,1.2999143391075119e-8,2.5243985385873005e-8,7.596593257106957e-9,3.7034420761177634e-9
1969,3.273941245274589e-9,5.1963512243469894e-9,2.7607559728561437e-9,1.3941342960717161e-9,5.334197848339134e-9,0,1.749524691981476e-8,2.230532058861764e-8,1.4865261501107155e-8,4.766665070582327e-9
1970,2.925605600584375e-9,4.13408037472331e-9,2.5454194497596187e-9,2.0557180719501936e-9,5.593613295204141e-9,0,1.197576763967547e-8,2.103710539821072e-8,1.0791909304972149e-8,6.2031826817499875e-9
1971,1.6316291005851955e-9,1.3980206678417153e-10,1.5032291560932255e-10,1.1220462304219862e-10,8.274945672012705e-10,0,2.7671608796433697e-9,8.85226451765589e-9,2.7133202395235648e-9,2.4936350301413126e-10
1972,3.78308084583237e-9,1.82264673095561e-11,1.7467953490568677e-9,9.312139580202873e-11,3.4761418526240457e-9,0,1.4774532709105369e-8,3.7067972715546325e-8,8.561738542391665e-9,3.2014995957608863e-9
1973,2.4156058584239367e-9,4.366152321436995e-9,1.4341976761684825e-9,1.5266680876437841e-9,6.419394280456868e-10,0,4.020398926108981e-9,9.634947891939287e-9,4.732138633303049e-9,4.869652214615152e-10
1974,4.3137893726635967e-10,2.0641375869562815e-9,1.2371162114690368e-9,8.118925231879313e-10,8.537458568806984e-12,0,6.244040769397485e-11,4.612128390410096e-9,7.62730209911442e-10,1.753025408609224e-10
1975,2.2012090036088167e-9,7.920589314340387e-9,2.1216745055704265e-9,2.191219264427517e-9,4.308501660355606e-9,0,1.1659149216688258e-8,2.4194359215510232e-8,4.431062485052654e-9,3.4500134876644504e-9
1976,2.5807335213686915e-9,5.917023111153492e-9,2.1869237054652978e-9,1.5104027219899306e-9,4.165215635087873e-9,0,1.2229314005586484e-8,2.7265125996321e-8,4.9428248519645965e-9,3.741911528021291e-9
1977,1.6607563866597661e-9,2.342783239197216e-9,4.731398540744086e-10,3.477731367287551e-10,1.548452085983044e-10,0,4.05256703141311e-9,9.067634414311912e-9,2.5261376792610586e-9,9.231558985513807e-10
1978,2.1164789183064807e-9,4.664994639709427e-9,2.3338790710191515e-9,1.3895783516153578e-9,3.3654827344284332e-9,0,1.0712410001901202e-8,1.450486574579419e-8,4.6115465440957564e-9,3.6810314591468554e-9
1979,3.2889664999546724e-9,6.157094414312124e-9,3.054571027269479e-9,1.5359846065941398e-9,4.123477105577953e-9,0,1.4588510182972876e-8,1.903807794388473e-8,8.028335025230058e-9,6.374214877540407e-9
1980,3.992342184706016e-10,2.113545068422996e-11,7.063125439962953e-10,5.704914984281044e-11,1.0421518440240548e-10,0,2.1973238058189362e-11,3.1019069119394744e-10,6.09329545094946e-10,8.602610289463051e-10
1981,3.1798311963249376e-9,8.595159083331022e-9,1.8224213881553113e-9,1.97721719187731e-9,2.864828763400275e-9,0,1.1347563890913548e-8,9.985054593808471e-9,4.230534603848498e-9,3.716155674139986e-9
1982,2.727632925665352e-9,7.1819373850179e-9,2.577370059706975e-9,1.3439210927979832e-9,3.750519454400718e-9,0,1.2208481085370722e-8,1.61103345024569e-8,4.94059172689451e-9,3.0527771893390707e-9
1983,3.0735829813286168e-9,6.7535874667082324e-9,3.1052156702590197e-9,1.5227970413776472e-9,2.7366789381902193e-9,0,6.7936762214073454e-9,1.6083712830609595e-8,3.7919368815693885e-9,4.5773232134457545e-9
1984,3.5265725750065047e-9,1.3330282201489835e-8,3.94206900057045e-9,1.5374329357514786e-9,4.022848827954387e-9,0,1.310684718386537e-8,1.9867330031140486e-8,3.572446281811494e-9,5.207758923002801e-9
1985,3.78467974916515e-9,2.603902035110849e-9,2.1399634843653267e-10,8.546546120777518e-10,1.0307672845816389e-9,0,1.5161387269103185e-9,1.1466415132933379e-8,2.2174983381656806e-9,2.838371235021975e-9
1986,2.596599412396183e-9,8.028362161036864e-9,3.208178180089671e-9,1.715138124922872e-9,4.507015753979141e-9,0,7.929963608451942e-9,1.3700071810537763e-8,4.176238560788433e-9,4.808972054154877e-9
1987,2.951853789870647e-9,5.817555570319268e-9,3.614677851612601e-9,4.223519362625547e-10,1.566878903586496e-9,0,7.819904074461636e-10,8.586384833664484e-9,4.1031433686573075e-9,4.7283403460438e-9
1988,4.993309639497873e-9,8.394388559605108e-9,3.3623731159549272e-9,2.3763899463362627e-9,3.355191803050377e-9,0,8.79489730522447e-9,2.1222860115457227e-8,7.0079111429208986e-9,5.6462818617500405e-9
1989,9.346514108710023e-10,6.94322996129208e-11,1.0973662348237179e-10,5.43373522922448e-10,2.6498181158572652e-11,0,8.677106163387139e-13,7.688161502053524e-10,3.233101673116946e-9,5.951102816412383e-10
1990,4.97702376286858e-9,7.309970006105225e-9,4.039008268000174e-9,2.6027836546295156e-9,4.696347459089705e-9,0,1.1701879978798194e-8,1.2879004036932129e-8,6.8529445776631985e-9,6.773734268892312e-9
1991,6.139813480784229e-9,1.0474385065365387e-8,4.035033434405107e-9,2.8766142709044813e-9,4.822633265107713e-9,0,1.0481419572202056e-8,1.7481977384101092e-8,8.375263781882148e-9,5.738305018332949e-9
1992,5.139737494954397e-9,6.959287520149899e-9,2.996131239567762e-9,1.975084508226744e-9,2.4205125492697934e-9,0,2.272020251772934e-9,1.1573379101353528e-8,4.552290995417637e-9,7.4387834857641994e-9
1993,3.29710407126243e-9,6.373749084325143e-9,2.820443708688533e-9,7.940859235718974e-10,1.052919487995307e-9,0,4.774042719375063e-9,1.0570957588391429e-8,6.440805842331831e-9,3.365287374606569e-9
1994,6.464881076596174e-9,1.1049572911595935e-8,3.6986194429785642e-9,2.0034716533999076e-9,3.9204991179429164e-9,0,9.60926840191663e-9,1.7021533988503224e-8,3.9571726555662e-9,7.172120881950727e-9
1995,4.187096507849946e-9,8.923665384635534e-9,2.370979998284561e-9,5.382012331209208e-10,1.866612845523267e-9,0,3.333765986245969e-9,1.0165333450928692e-8,1.9140672425289446e-9,4.628688147107479e-9
1996,6.5490630609302114e-9,1.3562168621813697e-8,3.4203902163533926e-9,2.590879106280316e-9,2.4650454677542296e-9,0,7.41421760939317e-9,1.583303648524199e-8,2.890946987118212e-9,6.217989315826947e-9
1997,3.4944171581732334e-9,1.0035515556361884e-8,2.3453342723248077e-9,8.505577119017582e-10,1.6958675119217846e-10,0,3.357162925858602e-9,9.212253386147385e-9,2.5699045499649836e-9,4.854931125638404e-9
1998,7.183691065694178e-9,1.2784072008227213e-8,3.766953526199367e-9,2.7276120383641447e-9,2.7758959509258184e-9,0,7.650934134529606e-9,7.948840016861934e-9,2.683291261461157e-9,6.761958126189188e-9
